PartnerNumber,Name,Status,NewEngagement,Phone,Website,Address1Street,Address1City,Address1StateProvince,Address1PostalCode,Address1Country,ShortName,PooledFund,DDRequired,DDEACDone,EACReference,GlobalKeyAccount,UNSecretariatEntity,LevyPotentiallyApplies,ReasonForLevyNotApplying,LevyTreatment,PartnerCategory,Discriminator,CreatedBy,CreatedDate,LastModifiedBy,IsDeleted,DeletedBy
1669,KfW Kreditanstalt für Wiederaufbau,Active,Allowed,,,,,,,,KfW,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Germany,UNOPSPartner,0,NOW(),0,FALSE,0
1091,Ministry of Foreign Affairs of Iceland,Active,Allowed,,,,,,,,MoFA Iceland,No,Yes,No,,FALSE,FALSE,Potentially applies,,Funding source administers directly (no changes required to the partner agreement),Iceland,UNOPSPartner,0,NOW(),0,FALSE,0
1128,Iceland,Active,Allowed,,,,,,,,Iceland,No,Yes,No,,FALSE,FALSE,Potentially applies,,Funding source administers directly (no changes required to the partner agreement),Iceland,UNOPSPartner,0,NOW(),0,FALSE,0
1049,ICEIDA Icelandic International Development Agency,Active,Allowed,,,,,,,,ICEIDA,No,Yes,No,,FALSE,FALSE,Potentially applies,,Funding source administers directly (no changes required to the partner agreement),Iceland,UNOPSPartner,0,NOW(),0,FALSE,0
1092,IrishAid,Active,Allowed,,,,,,,,Irish Aid,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Ireland,UNOPSPartner,0,NOW(),0,FALSE,0
1129,Ireland,Active,Allowed,,,,,,,,Ireland,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Ireland,UNOPSPartner,0,NOW(),0,FALSE,0
1678,MRPSC Ministère chargé des relations avec le Parlement et la Société Civile,Active,Allowed,,,,,,,,MRPSC,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Moroco,UNOPSPartner,0,NOW(),0,FALSE,0
1375,Morocco,Active,Allowed,,,,,,,,Morocco,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Moroco,UNOPSPartner,0,NOW(),0,FALSE,0
1828,Ukrainian Railways (Ukrzaliznytsia -UZ),Active,Allowed,,,,,,,,Ukrainian Railways,No,Yes,Yes,,FALSE,FALSE,Potentially does not apply,3c) Programme Country,,Ukraine,UNOPSPartner,0,NOW(),0,FALSE,0
1424,Ukraine,Active,Allowed,,,,,,,,Ukraine,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Ukraine,UNOPSPartner,0,NOW(),0,FALSE,0
1827,NERCHA - The National Emergency Response Council on HIV and AIDS of Eswatini,Active,Allowed,,,,,,,,NERCHA - Eswatini,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Eswatini,UNOPSPartner,0,NOW(),0,FALSE,0
1398,Eswatini,Active,Allowed,,,,,,,,Eswatini,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Eswatini,UNOPSPartner,0,NOW(),0,FALSE,0
1341,Ethiopia,Active,Allowed,,,,,,,,Ethiopia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Ethiopia,UNOPSPartner,0,NOW(),0,FALSE,0
1805,ECAE Ethiopian Conformity Assessment Enterprise,Active,Allowed,,,,,,,,ECAE Ethiopia,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Ethiopia,UNOPSPartner,0,NOW(),0,FALSE,0
1799,EPSS Ethiopian Pharmaceuticals Supply Service,Active,Allowed,,,,,,,,EPSS Ethiopia,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Ethiopia,UNOPSPartner,0,NOW(),0,FALSE,0
1803,EPHI Ethiopian Public Health Institute,Active,Allowed,,,,,,,,EPHI Ethiopia,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Ethiopia,UNOPSPartner,0,NOW(),0,FALSE,0
1357,Honduras,Active,Allowed,,,,,,,,Honduras,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Honduras,UNOPSPartner,0,NOW(),0,FALSE,0
1787,Instituto Hondureño de Seguridad Social IHSS,Active,Allowed,,,,,,,,IHSS,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Honduras,UNOPSPartner,0,NOW(),0,FALSE,0
1785,ENP Empresa Nacional Portuaria,Active,Allowed,,,,,,,,ENP,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Honduras,UNOPSPartner,0,NOW(),0,FALSE,0
1773,ANDE Administración Nacional de Electricidad,Active,Allowed,,,,,,,,ANDE,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Paraguay,UNOPSPartner,0,NOW(),0,FALSE,0
1324,Paraguay,Active,Allowed,,,,,,,,Paraguay,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Paraguay,UNOPSPartner,0,NOW(),0,FALSE,0
1798,DNA Paraguayan Dirección Nacional de Aduanas of Paraguay,Active,Allowed,,,,,,,,DNA Paraguay,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Paraguay,UNOPSPartner,0,NOW(),0,FALSE,0
1104,IPAD Portuguese Institute for Development Support,Active,Allowed,,,,,,,,IPAD,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Portugal,UNOPSPartner,0,NOW(),0,FALSE,0
1138,Portugal,Active,Allowed,,,,,,,,Portugal,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Portugal,UNOPSPartner,0,NOW(),0,FALSE,0
1117,Australia,Active,Allowed,,,,,,,,Australia,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Australia,UNOPSPartner,0,NOW(),0,FALSE,0
1757,Australian Department of Defence,Active,Allowed,,,,,,,,DoD Australia,No,No,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Australia,UNOPSPartner,0,NOW(),0,FALSE,0
1076,DFAT Department of Foreign Affairs and Trade,Active,Allowed,,,,,,,,DFAT - Australia,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Australia,UNOPSPartner,0,NOW(),0,FALSE,0
1822,INVU Instituto Nacional de Vivienda y Urbanismo Costa Rica,Active,Allowed,,,,,,,,INVU,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Costa Rica,UNOPSPartner,0,NOW(),0,FALSE,0
1301,Costa Rica,Active,Allowed,,,,,,,,Costa Rica,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Costa Rica,UNOPSPartner,0,NOW(),0,FALSE,0
1812,INS National Insurance Institute of Costa Rica,Active,Allowed,,,,,,,,INS Costa Rica,No,Yes,Yes,,FALSE,FALSE,Does not apply,3c) Programme Country,,Costa Rica,UNOPSPartner,0,NOW(),0,FALSE,0
1133,Luxembourg,Active,Allowed,,,,,,,,Luxembourg,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Luxembourg,UNOPSPartner,0,NOW(),0,FALSE,0
1098,LuxDev Luxembourg Agency for Development Cooperation,Active,Allowed,,,,,,,,LuxDev,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Luxembourg,UNOPSPartner,0,NOW(),0,FALSE,0
1134,Netherlands,Active,Allowed,,,,,,,,Netherlands,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Netherlands,UNOPSPartner,0,NOW(),0,FALSE,0
1611,Aruba (Kingdom of the Netherlands),Active,Allowed,,,,,,,,Aruba,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Netherlands,UNOPSPartner,0,NOW(),0,FALSE,0
1099,Ministry of Foreign Affairs of the Netherlands,Active,Allowed,,,,,,,,MoFA Netherlands,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,Netherlands,UNOPSPartner,0,NOW(),0,FALSE,0
1100,NZAID New Zealand Agency for International Development,Active,Allowed,,,,,,,,NZAID,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,New Zealand,UNOPSPartner,0,NOW(),0,FALSE,0
1135,New Zealand,Active,Allowed,,,,,,,,New Zealand,No,Yes,No,,FALSE,FALSE,Potentially applies,,UNOPS administers,New Zealand,UNOPSPartner,0,NOW(),0,FALSE,0
1142,Switzerland,Active,Allowed,,,,,,,,Switzerland,No,Yes,No,,FALSE,FALSE,Potentially applies,,Funding source administers directly (no changes required to the partner agreement),Switzerland,UNOPSPartner,0,NOW(),0,FALSE,0
1109,SDC Swiss Agency for Development and Cooperation,Active,Allowed,,,,,,,,SDC,No,Yes,No,,FALSE,FALSE,Potentially applies,,Funding source administers directly (no changes required to the partner agreement),Switzerland,UNOPSPartner,0,NOW(),0,FALSE,0
1395,Saudi Arabia,Active,Allowed,,,,,,,,Saudi Arabia,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Saudi Arabia,UNOPSPartner,0,NOW(),0,FALSE,0
1723,SFD Saudi Fund for Development,Active,Allowed,,,,,,,,SFD,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Saudi Arabia,UNOPSPartner,0,NOW(),0,FALSE,0
1761,KSRelief King Salman Humanitarian Aid and Relief Centre,Active,Allowed,,,,,,,,KSRelief,No,No,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,Saudi Arabia,UNOPSPartner,0,NOW(),0,FALSE,0
1023,DBSA Development Bank of Southern Africa,Active,Allowed,,,,,,,,DBSA,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,South Africa,UNOPSPartner,0,NOW(),0,FALSE,0
1106,SADPA South African Development Partnership Agency,Active,Allowed,,,,,,,,SADPA,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,South Africa,UNOPSPartner,0,NOW(),0,FALSE,0
1140,South Africa,Active,Allowed,,,,,,,,South Africa,No,Yes,No,,FALSE,FALSE,Does not apply,3c) Programme Country,,South Africa,UNOPSPartner,0,NOW(),0,FALSE,0
1097,LED Liechtenstein Development Service,Active,Allowed,,,,,,,,LED,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Liechtenstein,UNOPSPartner,0,NOW(),0,FALSE,0
1132,Liechtenstein,Active,Allowed,,,,,,,,Liechtenstein,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Liechtenstein,UNOPSPartner,0,NOW(),0,FALSE,0
1158,Tasmim Libya Consulting and Engineering,Active,Not allowed,,,,,,,,Tasmim Libya Consulting,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Tasmim Libya Consulting and Engineering,UNOPSPartner,0,NOW(),0,FALSE,0
1691,FunziLife OY,Active,Allowed,,,,,,,,FunziLife OY,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,FunziLife OY,UNOPSPartner,0,NOW(),0,FALSE,0
1742,Takeda Pharmaceutical Company Limited,Active,Allowed,,,,,,,,Takeda,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Takeda Pharmaceutical Company Limited,UNOPSPartner,0,NOW(),0,FALSE,0
1720,Macfadden,Active,Allowed,,,,,,,,Macfadden,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Macfadden,UNOPSPartner,0,NOW(),0,FALSE,0
1703,Roche Diagnostics International AG,Active,Allowed,,,,,,,,Roche Diagnostics,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Roche Diagnostics International AG,UNOPSPartner,0,NOW(),0,FALSE,0
1065,Mitsubishi,Active,Allowed,,,,,,,,Mitsubishi,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Mitsubishi,UNOPSPartner,0,NOW(),0,FALSE,0
1596,Microsoft Corporation,Active,Allowed,,,,,,,,Microsoft,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Microsoft Corporation,UNOPSPartner,0,NOW(),0,FALSE,0
1073,OTB The Office of Tony Blair,Active,Allowed,,,,,,,,OTB,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,OTB The Office of Tony Blair,UNOPSPartner,0,NOW(),0,FALSE,0
1810,Labomersa,Active,Allowed,,,,,,,,Labomersa,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Labomersa,UNOPSPartner,0,NOW(),0,FALSE,0
1022,Crown Agents,Active,Allowed,,,,,,,,Crown Agents,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Crown Agents,UNOPSPartner,0,NOW(),0,FALSE,0
1002,Accenture,Active,Allowed,,,,,,,,Accenture,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,ECEAP Estonian Center for Eastern Partnership,UNOPSPartner,0,NOW(),0,FALSE,0
1734,Stanbic Bank Ghana,Active,Allowed,,,,,,,,Stanbic Bank Ghana,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Stanbic Bank Ghana,UNOPSPartner,0,NOW(),0,FALSE,0
1688,Novo Nordisk AS,Active,Allowed,,,,,,,,Novo Nordisk,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Novo Nordisk AS,UNOPSPartner,0,NOW(),0,FALSE,0
1712,ABDIB Associação Brasileira da Infraestrutura e Indústrias de Base,Active,Allowed,,,,,,,,ABDIB,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,ABDIB Associação Brasileira da Infraestrutura e Indústrias de Base,UNOPSPartner,0,NOW(),0,FALSE,0
1656,BEGECA Beschaffungsgesellschaft mbH,Active,Allowed,,,,,,,,BEGECA,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,BEGECA Beschaffungsgesellschaft mbH,UNOPSPartner,0,NOW(),0,FALSE,0
1741,RAP Regimen de Aportaciones Privadas,Active,Allowed,,,,,,,,RAP,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,RAP Regimen de Aportaciones Privadas,UNOPSPartner,0,NOW(),0,FALSE,0
1710,Red Sea Trading Corporation Ltd.,Active,Allowed,,,,,,,,Red Sea Trading Corporation,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Red Sea Trading Corporation Ltd.,UNOPSPartner,0,NOW(),0,FALSE,0
1067,Mott MacDonald,Active,Allowed,,,,,,,,Mott MacDonald,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Mott MacDonald,UNOPSPartner,0,NOW(),0,FALSE,0
1745,Estee Lauder Companies,Active,Allowed,,,,,,,,Estee Lauder Companies,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Estee Lauder Companies,UNOPSPartner,0,NOW(),0,FALSE,0
1008,BCG Boston Consulting Group,Active,Allowed,,,,,,,,Boston Consulting Group,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,BCG Boston Consulting Group,UNOPSPartner,0,NOW(),0,FALSE,0
1746,Abt Associates,Active,Allowed,,,,,,,,Abt Associates,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Abt Associates,UNOPSPartner,0,NOW(),0,FALSE,0
1153,SkyOcean Group Holdings,Active,Allowed,,,,,,,,SkyOcean,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,SkyOcean Group Holdings,UNOPSPartner,0,NOW(),0,FALSE,0
1693,Miyamoto International,Active,Allowed,,,,,,,,Miyamoto International,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Miyamoto International,UNOPSPartner,0,NOW(),0,FALSE,0
1602,Coca Cola Company,Active,Allowed,,,,,,,,Coca Cola Company,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Coca Cola Company,UNOPSPartner,0,NOW(),0,FALSE,0
1670,DNA Genotek,Active,Allowed,,,,,,,,DNA Genotek,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,DNA Genotek,UNOPSPartner,0,NOW(),0,FALSE,0
1777,Sony Group Corporation,Active,Allowed,,,,,,,,SONY,No,Yes,Yes,,FALSE,FALSE,Potentially applies,,Please consult funding source,Sony Group Corporation,UNOPSPartner,0,NOW(),0,FALSE,0
1457,Hemas PLC,Active,Allowed,,,,,,,,Hemas PLC,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Hemas PLC,UNOPSPartner,0,NOW(),0,FALSE,0
1599,Checci and Company Consulting,Active,Allowed,,,,,,,,Checci and Company,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Checci and Company Consulting,UNOPSPartner,0,NOW(),0,FALSE,0
1605,Marine Information Service B.V.,Active,Allowed,,,,,,,,Marine Information Service,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Marine Information Service B.V.,UNOPSPartner,0,NOW(),0,FALSE,0
1600,CISCO System,Active,Allowed,,,,,,,,CISCO,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,CISCO System,UNOPSPartner,0,NOW(),0,FALSE,0
1038,FTB Foreign Trade Bank of Cambodia,Active,Allowed,,,,,,,,Foreign Trade Bank of Cambodia,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,FTB Foreign Trade Bank of Cambodia,UNOPSPartner,0,NOW(),0,FALSE,0
1148,Philips,Active,Not allowed,,,,,,,,Philips,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,Philips,UNOPSPartner,0,NOW(),0,FALSE,0
1657,WEM Worldwide Export Management,Active,Allowed,,,,,,,,WEM,No,Yes,No,,FALSE,FALSE,Potentially applies,,Please consult funding source,WEM Worldwide Export Management,UNOPSPartner,0,NOW(),0,FALSE,0
1015,South Sudan Common Humanitarian Fund,Active,Allowed,,,,,,,,SSHF,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,South Sudan Common Humanitarian Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1027,Ebola Response MPTF,Active,Allowed,,,,,,,,Ebola Response MPTF,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Ebola Response MPTF,UNOPSPartner,0,NOW(),0,FALSE,0
1151,Syria Emergency Response Fund,Active,Allowed,,,,,,,,Syria Emergency Response Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Syria Emergency Response Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1154,UN Multi-Partner Trust Fund for Somalia (Somalia UN MPTF),Active,Allowed,,,,,,,,Somalia UN MPTF,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UN Multi-Partner Trust Fund for Somalia (Somalia UN MPTF),UNOPSPartner,0,NOW(),0,FALSE,0
1166,UNDF United Nations Fund for Recovery Reconstruction and Development in Darfur,Active,Allowed,,,,,,,,UNDF,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UNDF United Nations Fund for Recovery Reconstruction and Development in Darfur,UNOPSPartner,0,NOW(),0,FALSE,0
1168,UN General Trust Fund,Active,Allowed,,,,,,,,UN General Trust Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UN General Trust Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1226,CERF Central Emergency Response Fund,Active,Allowed,,,,,,,,CERF,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,CERF Central Emergency Response Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1237,UNPBF United Nations Peacebuilding Fund,Active,Allowed,,,,,,,,UNPBF,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UNPBF United Nations Peacebuilding Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1239,UNVFTC United Nations Voluntary Fund for Technical Co-operation in the Field of Human Rights,Active,Allowed,,,,,,,,UNVFTC,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UNVFTC United Nations Voluntary Fund for Technical Co-operation in the Field of,UNOPSPartner,0,NOW(),0,FALSE,0
1240,UNVFVT United Nations Voluntary Fund for Victims of Torture,Active,Allowed,,,,,,,,UNVFVT,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UNVFVT United Nations Voluntary Fund for Victims of Torture,UNOPSPartner,0,NOW(),0,FALSE,0
1241,UNVFD United Nations Voluntary Fund on Disability,Active,Allowed,,,,,,,,UNVFD,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UNVFD United Nations Voluntary Fund on Disability,UNOPSPartner,0,NOW(),0,FALSE,0
1255,UNDEF United Nations Democracy Fund,Active,Allowed,,,,,,,,UNDEF,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UNDEF United Nations Democracy Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1258,UNFIP United Nations Fund for International Partnerships,Active,Allowed,,,,,,,,UNFIP,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UNFIP United Nations Fund for International Partnerships,UNOPSPartner,0,NOW(),0,FALSE,0
1463,UN-Water Inter-agency Trust Fund,Active,Allowed,,,,,,,,UN-Water,Yes,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,UN-Water Inter-agency Trust Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1464,Albania One UN Coherence Fund,Active,Not allowed,,,,,,,,Albania One UN Coherence Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Albania One UN Coherence Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1465,Bhutan UN Country Fund,Active,Allowed,,,,,,,,Bhutan UN Country Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Bhutan UN Country Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1466,Botswana UN Country Fund,Active,Not allowed,,,,,,,,Botswana UN Country Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Botswana UN Country Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1467,Cape Verde Transition Fund,Active,Allowed,,,,,,,,Cape Verde Transition Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Cape Verde Transition Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1468,Central African Republic Common Humanitarian Fund,Active,Allowed,,,,,,,,CAR HF,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Central African Republic Common Humanitarian Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1469,CFIA United Nations Central Fund for Influenza Action,Active,Allowed,,,,,,,,CFIA,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,CFIA United Nations Central Fund for Influenza Action,UNOPSPartner,0,NOW(),0,FALSE,0
1470,Community-based Based Adaptation to Climate Change,Active,Not allowed,,,,,,,,Community-based Based Adaptation to Clim,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Community-based Based Adaptation to Climate Change,UNOPSPartner,0,NOW(),0,FALSE,0
1471,Comoros One UN Fund,Active,Allowed,,,,,,,,Comoros One UN Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Comoros One UN Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1472,DCPSF Darfur Community Peace and Stability Fund,Active,Allowed,,,,,,,,DCPSF,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,DCPSF Darfur Community Peace and Stability Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1473,DRC Pooled Fund,Active,Allowed,,,,,,,,DRC Pooled Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,DRC Pooled Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1474,DRC Stabilization and Recovery,Active,Not allowed,,,,,,,,DRC Stabilization and Recovery,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,DRC Stabilization and Recovery,UNOPSPartner,0,NOW(),0,FALSE,0
1475,Ethiopia One UN Fund,Active,Allowed,,,,,,,,Ethiopia One UN Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Ethiopia One UN Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1476,Human Rights Mainstreaming Trust Fund,Active,Allowed,,,,,,,,Human Rights Mainstreaming Trust Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Human Rights Mainstreaming Trust Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1477,Indonesia Disaster Recovery Trust Fund,Active,Allowed,,,,,,,,Indonesia Disaster Recovery Trust Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Indonesia Disaster Recovery Trust Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1478,Iraq UNDAF Trust Fund,Active,Allowed,,,,,,,,Iraq UNDAF Trust Fund,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,Iraq UNDAF Trust Fund,UNOPSPartner,0,NOW(),0,FALSE,0
1479,JP Armed Violence Prevention,Active,Not allowed,,,,,,,,JP Armed Violence Prevention,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP Armed Violence Prevention,UNOPSPartner,0,NOW(),0,FALSE,0
1480,JP LGSP-LIC Bangladesh Local Governance Support Project – Learning and Innovation Component,Active,Not allowed,,,,,,,,JP Bangladesh LGSP–LIC,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP LGSP-LIC Bangladesh Local Governance Support Project – Learning and Innovatio,UNOPSPartner,0,NOW(),0,FALSE,0
1481,JP Chad DIS Security,Active,Not allowed,,,,,,,,JP Chad DIS Security,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP Chad DIS Security,UNOPSPartner,0,NOW(),0,FALSE,0
1482,JP DRC Microfinance II,Active,Not allowed,,,,,,,,JP DRC Microfinance II,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP DRC Microfinance II,UNOPSPartner,0,NOW(),0,FALSE,0
1483,JP DRC Security Sect Reform,Active,Not allowed,,,,,,,,JP DRC Security Sect Reform,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP DRC Security Sect Reform,UNOPSPartner,0,NOW(),0,FALSE,0
1484,JP Guatemala Maya Programme,Active,Allowed,,,,,,,,JP Guatemala Maya Programme,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP Guatemala Maya Programme,UNOPSPartner,0,NOW(),0,FALSE,0
1485,JP Guatemala Rural Dev,Active,Not allowed,,,,,,,,JP Guatemala Rural Dev,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP Guatemala Rural Dev,UNOPSPartner,0,NOW(),0,FALSE,0
1486,JP Kazakhstan Innov Aprch RPSS,Active,Not allowed,,,,,,,,JP Kazakhstan Innov Aprch RPSS,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP Kazakhstan Innov Aprch RPSS,UNOPSPartner,0,NOW(),0,FALSE,0
1487,JP Kenya HIV and AIDS,Active,Not allowed,,,,,,,,JP Kenya HIV and AIDS,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP Kenya HIV and AIDS,UNOPSPartner,0,NOW(),0,FALSE,0
1488,JP Kosovo Domestic Violence,Active,Not allowed,,,,,,,,JP Kosovo Domestic Violence,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP Kosovo Domestic Violence,UNOPSPartner,0,NOW(),0,FALSE,0
1489,JP Lao Governance and Public Administration Reform,Active,Not allowed,,,,,,,,JP Lao Govern/Public Admin,No,No,No,,FALSE,FALSE,Does not apply,3b) Funds from UN entity,,JP Lao Governance and Public Administration Reform,UNOPSPartner,0,NOW(),0,FALSE,0
